imdb_score,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,movie_facebook_likes,num_voted_users,budget,gross
9,186,73,28,847,6458,17000,644348,45000000,422783777
6,178,94,62,722,27842,13261,67296,79000000,103812241
7,169,95,18,18,848,15000,64387,78000000,119793567
7,210,124,420,876,35867,13261,204063,78000000,92930005
7,140,136,394,1000,36925,13261,67856,100000000,67286731
3,156,91,221,553,27405,13261,60370,79000000,74158157
6,150,107,309,771,25296,13261,191912,76000000,127083765
8,119,108,54,6000,30230,31000,28276,81200000,1339152
6,232,99,101,327,2323,13261,65037,80000000,15071514
4,49,92,5,924,28050,413,16611,76000000,26000610
7,165,87,11,745,4782,36000,24407,75000000,323505540
6,202,110,45,845,4714,13261,141533,78000000,66462600
8,306,98,275,1000,11905,56000,286877,76000000,368049635
7,185,154,776,933,16785,16000,430055,75000000,306124059
7,177,129,14000,227,1635,13261,278362,73000000,229074524
7,181,86,35,179,1777,13261,266636,75000000,193136719
8,372,109,840,18,16479,17000,361767,76000000,35286428
7,290,104,840,505,21397,13261,452928,75000000,157299717
7,316,110,335,988,25763,13261,299852,75000000,134568845
7,122,136,840,904,15999,51000,259492,75000000,134006721
7,164,115,107,241,1815,13261,194249,80000000,195329763
7,147,99,88,328,12952,11000,266103,75000000,120776832
7,219,117,163,260,1673,13261,98693,75000000,118823091
5,167,125,212,394,1970,893,28635,50000000,41814863
4,70,110,16,692,5320,509,36491,75000000,97360069
7,384,125,255,963,13312,105000,447979,75000000,117698894
6,179,102,221,4000,28497,12000,181443,80000000,162001186
7,151,128,14000,232,16199,16000,303864,60000000,77032279
8,12,43,840,218,1990,10000,36919,39752620,48468407
5,107,100,87,446,5174,1000,16271,35000000,73023275
6,134,124,258,748,3424,13261,49536,75000000,68473360
7,269,102,840,15000,60646,13261,88451,75000000,66636385
6,143,90,10,11000,63165,13261,132415,75000000,160762022
7,241,130,386,525,2856,13261,55901,70000000,103338338
8,12,45,840,656,504,13261,29450,39752620,48468407
6,161,118,473,680,15889,13261,59435,53000000,55808744
8,298,163,14000,412,2529,13261,176936,70000000,47379090
7,89,142,845,787,16580,13261,93494,70000000,43426961
5,140,100,126,925,25206,13261,72867,75000000,47000485
7,362,116,840,104,15735,43000,175960,75000000,45434443
7,124,131,274,138,12522,13261,65668,80000000,42044321
7,190,91,27,925,17299,13261,71137,75000000,73661010
7,132,123,272,193,13934,13261,57038,80000000,41523271
6,53,134,109,249,1695,13261,55350,55000000,37600435
7,91,148,72,99,804,13261,31080,75000000,39251128
6,284,110,763,222,16691,30000,138190,75000000,83503161
7,152,113,17,759,103354,13261,93790,52000000,34636443
7,131,94,383,886,15857,13261,52244,75000000,22751979
5,132,116,41,541,14028,648,31293,75000000,30013346
6,67,99,545,533,2542,13261,44248,75000000,14567883
6,130,84,10,394,4368,13261,35510,39752620,90820
5,74,93,253,637,5580,683,14280,75000000,5409517
6,114,113,212,568,4397,1000,45815,45000000,21009180
7,294,106,840,963,33645,13261,245152,75000000,94999143
6,308,91,22,1000,13616,70000,142403,74000000,336029560
6,435,128,840,826,7067,42000,197584,82000000,36381716
6,117,98,840,697,15269,880,64121,69000000,55585389
6,108,134,272,215,1044,13261,81611,75000000,36976367
6,141,97,6,415,24350,14000,27130,73000000,107225164
6,176,112,72,715,13827,13261,59352,70000000,70224196
6,230,153,840,130,11852,13261,100837,75000000,51814190
7,234,110,532,461,5187,13261,101386,70000000,47456450
7,164,122,285,989,12410,13261,130776,73000000,148213377
5,91,87,41,574,3287,266,33884,72000000,112950721
8,132,178,840,403,1976,17000,736638,72000000,75600000
7,262,125,840,210,15850,13261,143525,70000000,62647540
7,299,87,30,433,3086,13261,259083,75000000,183132370
7,128,152,840,745,4310,13261,45031,72000000,27796042
5,109,116,212,462,14780,886,34435,72000000,32616869
7,88,109,218,8,55,2000,11798,59660000,18947630
7,261,108,840,882,7273,13261,193770,60000000,114195633
5,73,85,84,595,4166,694,74343,71500000,144156464
7,208,106,840,242,1675,13261,271592,72000000,227965690
7,205,93,80,48,1148,13261,314630,150000000,436471036
7,256,117,487,769,4905,13261,263853,120000000,244052771
6,103,116,840,995,12790,13261,74274,70000000,152149590
6,191,132,357,212,14790,10000,142569,70000000,141204016
6,147,92,5,726,5217,16000,34359,74000000,162495848
7,79,139,2000,808,3667,1000,98989,80000000,136448821
8,486,153,16000,11000,36741,42000,885175,75000000,120523073
7,75,142,14000,5000,64259,13000,182802,70000000,119654900
6,245,101,420,467,16235,21000,115687,100000000,72660029
7,142,124,212,576,16595,13261,269858,70000000,117541000
6,144,117,69,1000,14486,13261,119807,80000000,116643346
8,39,45,840,160,1430,14000,49049,39752620,48468407
7,153,141,488,509,11458,13261,206776,68000000,100614858
6,284,110,840,559,5609,13261,78635,70000000,42272747
6,247,109,545,727,3222,13261,143628,60000000,80281096
5,107,88,84,1000,5227,2000,31649,75000000,219613391
7,141,124,130,841,6181,5000,103241,75000000,78120196
7,358,119,845,992,31782,45000,203154,70000000,98895417
6,160,103,906,748,6207,1000,56741,58000000,70117571
6,355,116,473,464,4001,25000,154955,70000000,83552429
8,235,125,13000,883,16138,26000,350698,70000000,66257002
6,59,125,840,184,1439,13261,43559,70000000,65012000
7,388,146,14000,979,46726,28000,116159,66000000,79883359
6,371,118,840,559,27674,34000,102248,70000000,78031620
8,82,171,840,638,4074,13261,131217,69500000,54222000
6,297,136,840,17,1579,13000,84118,70000000,52474616
6,261,92,28,423,5178,37000,138582,70000000,55942830
6,120,116,380,774,32563,13261,58023,70000000,40932372
8,228,127,905,271,16034,15000,212085,70000000,38345403
7,76,136,218,400,12226,13261,96385,70000000,37901509
5,185,111,2000,244,18510,13261,43709,70000000,48430355
6,128,116,541,384,12993,792,39659,70000000,30157016
5,237,113,43,452,13517,13261,88146,60000000,28031250
5,105,97,84,150,1576,531,41663,70000000,33105600
6,242,88,24,324,5861,24000,117096,70000000,62321039
6,360,136,163,66,712,33000,61995,75000000,38509342
6,112,125,40,407,15916,997,43651,60000000,19076815
7,189,116,5,748,49608,17000,105556,35000000,25093607
3,151,98,323,390,2763,584,22264,70000000,18990542
4,92,91,8,298,1846,391,16761,70000000,14294842
6,79,97,13,695,13628,815,26893,70000000,19819494
6,81,95,101,443,3734,2000,25572,70000000,13596911
6,51,88,6,854,6946,5000,5116,70000000,8460990
5,261,133,840,301,28129,11000,38983,70000000,7097125
6,197,106,14,582,12871,13261,72868,70000000,37760080
4,159,116,105,246,1899,764,31124,70000000,5851188
7,286,115,101,585,15708,34000,177653,50000000,25121291
4,156,99,212,182,1520,12000,44891,70000000,18821279
6,176,124,31,497,12556,13261,86504,68000000,118471320
5,293,124,171,10000,52547,29000,184637,68000000,300523113
7,141,124,840,580,32871,13261,101899,68000000,71069884
8,304,87,275,975,11608,31000,385943,69000000,251501645
6,40,105,29,97,1132,617,32224,68000000,35324232
6,280,125,3000,3000,30010,30000,117739,68000000,81257500
7,180,141,448,334,1829,29000,52496,70000000,617840
6,125,121,18,776,3986,13261,53970,65000000,29655590
6,237,111,101,681,3393,10000,103230,36000000,45045037
8,209,157,840,680,18216,13261,133526,68000000,28965197
7,178,117,44,531,3524,12000,27481,39752620,27550735
7,238,128,840,135,29824,13261,174248,70000000,39380442
6,190,114,116,982,10419,13261,80338,39752620,72980108
6,393,105,335,911,8281,98000,128629,69000000,37516013
6,138,113,36,232,1302,13261,88132,66000000,87704396
7,4,30,840,359,2465,13261,15114,39752620,48468407
7,142,121,38,745,4230,13261,85720,66000000,83892374
5,90,102,4,112,14625,13261,29285,35000000,5932060
9,219,169,14000,13000,44998,22000,881236,70000000,216119491
7,327,132,76,464,7081,32000,136954,66000000,43568507
6,149,127,278,912,5838,13261,158864,70000000,182805123
8,193,103,77,835,5437,3000,328159,59000000,176387405
6,175,136,759,354,12194,4000,75573,68000000,33685268
7,538,150,14000,655,25517,71000,197412,65000000,182204440
9,313,136,840,99,18563,25000,1217752,63000000,171383253
8,159,140,2000,552,17171,5000,208817,62000000,172071312
8,196,113,719,217,1441,13261,240241,65000000,119412921
6,80,104,54,775,5265,1000,34561,60000000,139225854
8,488,158,840,11000,46204,144000,243834,61000000,148775460
7,153,119,840,744,17768,13261,151812,65000000,115731542
7,173,106,285,105,11264,13261,212499,65000000,100468793
7,156,136,258,94,12396,13261,135404,65000000,93771072
7,307,95,480,490,23018,25000,272789,65000000,100448498
7,322,137,11000,465,2938,35000,103589,65000000,115603980
6,169,130,16000,416,17771,13261,60165,65000000,90454043
6,74,124,212,369,15229,13261,96096,70000000,84049211
6,72,108,610,461,2913,13261,77390,50000000,70450000
6,86,104,226,577,16452,13261,34473,60000000,69688384
6,242,129,840,625,14421,13261,67395,63000000,70236496
6,141,117,179,403,12850,13261,61490,65000000,63695760
6,313,99,119,174,1375,59000,213863,65000000,59617068
7,280,159,840,521,11424,10000,227071,65000000,55637680
5,176,118,87,929,4796,16000,24735,65000000,85911262
7,279,105,43,523,11943,23000,149337,50100000,53846915
6,241,103,368,520,29808,18000,147641,65000000,54758461
6,185,122,687,957,19764,13261,132954,65000000,52397389
6,97,114,468,919,3860,13261,41776,16900000,48468407
7,117,143,840,210,1409,688,23940,65000000,38966057
5,239,96,545,974,17913,32000,104831,65000000,42345531
6,230,111,545,805,28643,13261,166610,45000000,36064910
7,94,121,212,263,1531,4000,60508,65000000,33328051
6,134,135,138,184,1013,892,49300,65000000,32598931
6,136,101,4000,539,32232,13261,67707,65000000,28045540
9,315,151,21000,637,13209,48000,1347461,63000000,37023395
7,96,131,368,383,12088,13261,46951,65000000,43532294
8,14,60,840,575,3537,13261,8739,39752620,48468407
6,60,100,36,554,15944,13261,43376,70000000,17218080
5,60,105,840,506,3580,177,8560,65000000,10014234
5,308,92,72,568,3165,15000,65709,65000000,19059018
7,127,130,2000,25,450,13261,25474,50000000,1987287
5,196,100,38,1000,7048,13261,71202,43000000,24407944
7,339,102,436,6000,49433,32000,111102,65000000,13750556
5,96,133,521,970,16710,295,17025,64000000,31054924
7,361,121,175,221,2131,40000,134625,55000000,43247140
8,226,147,670,16,253,26000,190490,50000000,2208939
6,194,94,116,481,2725,13261,162909,63000000,213079163
6,138,94,42,668,23365,13261,25681,65000000,19548064
8,308,127,14000,191,2129,19000,613473,63000000,356784000
7,40,212,759,812,5708,13261,35314,63000000,25052000
7,42,141,176,672,14178,13261,69663,62000000,122012710
6,68,103,10,7,58,13261,11584,65000000,72413
4,78,98,322,723,6334,13261,39471,64000000,58255287
7,178,116,84,563,14931,13261,65297,62000000,77086030
7,75,114,840,452,2668,13261,43027,62000000,65000000
4,150,87,12,645,6658,13261,43300,62000000,32178777
6,113,125,11,867,14536,13261,38076,42000000,15738632
8,596,187,16000,1000,49912,114000,272839,44000000,54116191
6,191,93,8,970,13232,13261,129995,61000000,118153533
6,156,95,25,439,2558,13261,24089,63000000,108012170
8,460,117,840,447,32360,13000,607235,65000000,210592590
6,141,106,116,708,24938,13261,211296,80000000,279167575
7,180,115,64,664,4811,11000,116681,60000000,143151473
9,186,189,840,693,17716,30000,782610,60000000,136801374
6,177,100,12,311,1412,13261,99989,39752620,168213584
6,161,81,10,397,2252,912,63912,150000000,135381507
8,568,149,21000,625,4348,146000,569841,61000000,167735396
8,249,119,218,73,13249,13261,407601,60000000,121468960
7,137,130,258,345,1784,13261,199025,58000000,106635996
6,113,116,165,475,2321,885,42705,95000000,102678089
8,213,103,608,576,3698,18000,667983,60000000,125603360
7,120,99,59,145,1195,13261,91093,70000000,101217900
6,81,92,41,522,4050,886,49486,60000000,104148781
7,265,109,175,459,20148,22000,156898,61000000,75573300
5,105,87,6,405,4171,13261,46031,60000000,93375151
7,155,111,473,82,35084,13261,285623,60000000,106126012
6,118,101,30,268,2636,13261,85673,60000000,93307796
7,131,83,35,754,25788,13261,124641,105000000,90646554
6,166,113,840,721,8172,13261,83506,60000000,109176215
6,60,107,12000,695,14006,13261,60476,60000000,82670733
5,77,94,163,2000,20348,781,42737,60000000,82569532
6,249,132,47,240,2517,24000,138246,61000000,81687587
6,213,140,708,745,20440,26000,63493,60000000,80574010
7,121,125,420,627,16646,13261,85844,60000000,75764085
7,315,111,124,357,24928,32000,238916,58000000,90356857
7,171,156,840,1000,20761,13261,97047,55000000,75530832
7,96,170,840,380,20683,13261,32353,60000000,75370763
8,299,120,840,680,13581,13261,293662,65000000,100003492
6,167,100,55,416,14611,13261,102129,60000000,90341670
7,125,115,13,579,4496,13261,48753,55000000,74540762
7,387,130,188,1000,16385,38000,226570,60000000,80033643
6,199,105,212,811,3697,13261,99043,60000000,73648142
7,136,111,197,6,679,13261,33158,60000000,71844424
7,436,106,840,175,13634,42000,180479,60000000,75638743
4,73,89,18,226,1233,858,23476,60000000,66734992
8,310,100,253,57,647,10000,143121,60000000,75280058
5,323,91,840,751,13654,6000,163130,48000000,64505912
8,171,146,12000,451,20454,14000,266310,70000000,77862546
4,76,98,48,722,24664,747,14888,50000000,61112916
6,173,101,480,767,3943,13261,120795,60000000,88200225
5,81,94,32,626,4530,13261,68406,60000000,60573641
7,242,132,840,160,1112,13261,244566,66000000,59035104
7,110,115,234,521,4713,1000,23302,60000000,56702901
7,328,92,28,586,13597,12000,72287,60000000,55994557
6,83,124,105,460,38227,13261,88225,60000000,54910560
6,196,119,610,716,3637,13261,89816,60000000,53789313
6,34,124,50,672,3653,829,11370,60000000,51045801
6,118,93,18,903,13403,13261,31209,60000000,50818750
7,8,22,840,402,2064,13261,26404,39752620,48468407
5,81,98,11,107,2018,797,61966,60000000,50189179
5,47,92,14,488,2318,1000,35918,60000000,50024083
6,313,105,840,288,1411,17000,99035,60000000,50549107
7,315,124,737,14000,75793,24000,75329,60000000,56443482
6,225,99,24,864,20276,28000,69484,60000000,62401264
6,223,116,840,672,3090,13261,170179,75000000,47748610
7,198,124,845,295,1640,13261,256213,61000000,46975183
7,219,96,7,642,3151,11000,40883,60000000,50807639
6,92,104,165,944,4294,13261,55749,48000000,46611204
8,435,100,97,2000,22128,64000,246698,60000000,257756197
5,111,115,11,642,4305,621,51252,45000000,48472213
6,138,101,38,11000,53024,13261,107859,60000000,43060566
7,415,113,181,300,34738,40000,173530,60000000,45996718
5,170,100,11000,485,12258,13261,76770,60000000,43337279
7,306,134,16000,204,24458,23000,124222,60000000,37479778
7,252,127,162,379,19776,13261,113295,39752620,36965395
6,211,125,209,896,10623,13261,41727,60000000,40559930
5,49,94,80,230,2151,448,10883,65000000,36830057
6,161,107,69,206,1352,690,42144,60000000,36279230
6,156,91,2,480,22668,13261,41259,70000000,42194060
6,172,116,53,906,31224,13261,58450,60000000,43119879
6,161,100,840,210,1395,13261,76560,60000000,35096190
7,239,111,39,461,17871,11000,47954,39752620,35754555
7,258,117,258,896,7053,13261,75201,80000000,43290977
6,95,110,840,308,1976,956,19176,40000000,33927476
6,105,96,11000,236,22889,846,69319,60000000,32122249
6,198,101,50,1000,38809,13261,73368,60000000,40076438
6,79,111,17,652,16536,13261,54314,60000000,32940507
7,210,117,456,569,23745,13261,44099,60000000,31670931
7,125,126,840,9000,34774,13261,45296,60000000,30695227
8,149,152,488,947,36897,15000,207287,60000000,32522352
5,77,86,25,265,14918,470,27517,39752620,28424210
4,77,101,93,218,993,13261,51349,87000000,26082914
6,225,87,124,77,1417,20000,97089,60000000,29136626
7,98,85,840,82,11301,880,36144,60000000,26288320
7,172,130,545,552,2525,10000,120416,60000000,26616590
8,703,173,840,19000,87697,123000,995415,220000000,623279547
6,117,104,293,256,2109,13261,31788,60000000,30063805
