imdb_score,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,budget,gross
9,313,136,840,99,18563,63000000,171383253
8,159,140,2000,552,17171,62000000,172071312
8,196,113,719,217,1441,65000000,119412921
6,80,104,54,775,5265,60000000,139225854
8,488,158,840,11000,46204,61000000,148775460
7,153,119,840,744,17768,65000000,115731542
7,173,106,285,105,11264,65000000,100468793
7,156,136,258,94,12396,65000000,93771072
7,307,95,480,490,23018,65000000,100448498
7,322,137,11000,465,2938,65000000,115603980
6,169,130,16000,416,17771,65000000,90454043
6,74,124,212,369,15229,70000000,84049211
6,72,108,610,461,2913,50000000,70450000
6,86,104,226,577,16452,60000000,69688384
6,242,129,840,625,14421,63000000,70236496
6,141,117,179,403,12850,65000000,63695760
6,313,99,119,174,1375,65000000,59617068
7,280,159,840,521,11424,65000000,55637680
5,176,118,87,929,4796,65000000,85911262
7,279,105,43,523,11943,50100000,53846915
6,241,103,368,520,29808,65000000,54758461
6,185,122,687,957,19764,65000000,52397389
6,97,114,468,919,3860,16900000,48468407
7,117,143,840,210,1409,65000000,38966057
5,239,96,545,974,17913,65000000,42345531
6,230,111,545,805,28643,45000000,36064910
7,94,121,212,263,1531,65000000,33328051
6,134,135,138,184,1013,65000000,32598931
6,136,101,4000,539,32232,65000000,28045540
9,315,151,21000,637,13209,63000000,37023395
7,96,131,368,383,12088,65000000,43532294
8,14,60,840,575,3537,39752620,48468407
6,60,100,36,554,15944,70000000,17218080
5,60,105,840,506,3580,65000000,10014234
5,308,92,72,568,3165,65000000,19059018
7,127,130,2000,25,450,50000000,1987287
5,196,100,38,1000,7048,43000000,24407944
7,339,102,436,6000,49433,65000000,13750556
5,96,133,521,970,16710,64000000,31054924
7,361,121,175,221,2131,55000000,43247140
8,226,147,670,16,253,50000000,2208939
6,194,94,116,481,2725,63000000,213079163
6,138,94,42,668,23365,65000000,19548064
8,308,127,14000,191,2129,63000000,356784000
7,40,212,759,812,5708,63000000,25052000
7,42,141,176,672,14178,62000000,122012710
6,68,103,10,7,58,65000000,72413
4,78,98,322,723,6334,64000000,58255287
7,178,116,84,563,14931,62000000,77086030
7,75,114,840,452,2668,62000000,65000000
4,150,87,12,645,6658,62000000,32178777
6,113,125,11,867,14536,42000000,15738632
8,596,187,16000,1000,49912,44000000,54116191
6,191,93,8,970,13232,61000000,118153533
6,156,95,25,439,2558,63000000,108012170
8,460,117,840,447,32360,65000000,210592590
6,141,106,116,708,24938,80000000,279167575
7,180,115,64,664,4811,60000000,143151473
9,186,189,840,693,17716,60000000,136801374
6,177,100,12,311,1412,39752620,168213584
6,161,81,10,397,2252,150000000,135381507
8,568,149,21000,625,4348,61000000,167735396
8,249,119,218,73,13249,60000000,121468960
7,137,130,258,345,1784,58000000,106635996
6,113,116,165,475,2321,95000000,102678089
8,213,103,608,576,3698,60000000,125603360
7,120,99,59,145,1195,70000000,101217900
6,81,92,41,522,4050,60000000,104148781
7,265,109,175,459,20148,61000000,75573300
5,105,87,6,405,4171,60000000,93375151
7,155,111,473,82,35084,60000000,106126012
6,118,101,30,268,2636,60000000,93307796
7,131,83,35,754,25788,105000000,90646554
6,166,113,840,721,8172,60000000,109176215
6,60,107,12000,695,14006,60000000,82670733
5,77,94,163,2000,20348,60000000,82569532
6,249,132,47,240,2517,61000000,81687587
6,213,140,708,745,20440,60000000,80574010
7,121,125,420,627,16646,60000000,75764085
7,315,111,124,357,24928,58000000,90356857
7,171,156,840,1000,20761,55000000,75530832
7,96,170,840,380,20683,60000000,75370763
8,299,120,840,680,13581,65000000,100003492
6,167,100,55,416,14611,60000000,90341670
7,125,115,13,579,4496,55000000,74540762
7,387,130,188,1000,16385,60000000,80033643
6,199,105,212,811,3697,60000000,73648142
7,136,111,197,6,679,60000000,71844424
7,436,106,840,175,13634,60000000,75638743
4,73,89,18,226,1233,60000000,66734992
8,310,100,253,57,647,60000000,75280058
5,323,91,840,751,13654,48000000,64505912
8,171,146,12000,451,20454,70000000,77862546
4,76,98,48,722,24664,50000000,61112916
6,173,101,480,767,3943,60000000,88200225
5,81,94,32,626,4530,60000000,60573641
7,242,132,840,160,1112,66000000,59035104
7,110,115,234,521,4713,60000000,56702901
7,328,92,28,586,13597,60000000,55994557
6,83,124,105,460,38227,60000000,54910560
6,196,119,610,716,3637,60000000,53789313
6,34,124,50,672,3653,60000000,51045801
6,118,93,18,903,13403,60000000,50818750
7,8,22,840,402,2064,39752620,48468407
5,81,98,11,107,2018,60000000,50189179
5,47,92,14,488,2318,60000000,50024083
6,313,105,840,288,1411,60000000,50549107
7,315,124,737,14000,75793,60000000,56443482
6,225,99,24,864,20276,60000000,62401264
6,223,116,840,672,3090,75000000,47748610
7,198,124,845,295,1640,61000000,46975183
7,219,96,7,642,3151,60000000,50807639
6,92,104,165,944,4294,48000000,46611204
8,435,100,97,2000,22128,60000000,257756197
5,111,115,11,642,4305,45000000,48472213
6,138,101,38,11000,53024,60000000,43060566
7,415,113,181,300,34738,60000000,45996718
5,170,100,11000,485,12258,60000000,43337279
7,306,134,16000,204,24458,60000000,37479778
7,252,127,162,379,19776,39752620,36965395
6,211,125,209,896,10623,60000000,40559930
5,49,94,80,230,2151,65000000,36830057
6,161,107,69,206,1352,60000000,36279230
6,156,91,2,480,22668,70000000,42194060
6,172,116,53,906,31224,60000000,43119879
6,161,100,840,210,1395,60000000,35096190
7,239,111,39,461,17871,39752620,35754555
7,258,117,258,896,7053,80000000,43290977
6,95,110,840,308,1976,40000000,33927476
6,105,96,11000,236,22889,60000000,32122249
6,198,101,50,1000,38809,60000000,40076438
6,79,111,17,652,16536,60000000,32940507
7,210,117,456,569,23745,60000000,31670931
7,125,126,840,9000,34774,60000000,30695227
8,149,152,488,947,36897,60000000,32522352
5,77,86,25,265,14918,39752620,28424210
4,77,101,93,218,993,87000000,26082914
6,225,87,124,77,1417,60000000,29136626
7,98,85,840,82,11301,60000000,26288320
7,172,130,545,552,2525,60000000,26616590
8,703,173,840,19000,87697,220000000,623279547
6,117,104,293,256,2109,60000000,30063805
6,240,121,840,854,22833,50000000,22518325
7,123,140,23,579,12634,60000000,13082288
7,110,131,37,507,3012,60000000,18208078
5,100,91,394,68,1262,65000000,14218868
6,189,118,167,778,22447,60000000,22451
6,212,130,91,1000,10247,60000000,31165421
5,127,90,48,196,1865,60000000,11802056
6,196,103,179,87,1467,30000000,25472967
6,115,122,2000,1000,15275,55000000,22362500
6,161,106,34,466,5329,60000000,17281832
5,223,103,436,437,20881,60000000,19781879
6,181,107,192,280,42683,60000000,7605668
4,140,156,892,102,26564,60000000,4535117
7,54,127,258,617,12947,35000000,4426297
6,14,119,3,22,1026,68005000,48468407
7,81,132,131,242,12133,80000000,10166502
8,579,108,84,361,18239,58000000,363024263
5,56,114,65,440,2367,60000000,12065985
7,490,133,16000,318,16277,58800000,350123553
6,218,103,11,543,5497,58000000,80021740
7,20,22,840,271,2433,3000000,48468407
7,142,95,70,512,2876,58000000,48291624
4,57,90,32,809,6299,60000000,35231365
6,84,87,10,349,14574,63000000,53715611
6,186,114,840,110,589,58000000,31199215
5,53,119,153,11000,36167,39752620,48468407
5,133,103,30,727,3150,58000000,29580087
6,246,125,189,839,5081,58000000,44665963
6,253,97,545,529,16098,60000000,60128566
6,144,125,143,519,4416,58000000,49875589
7,46,30,840,479,2558,39752620,48468407
8,117,136,138,9000,45271,57000000,60984028
6,157,116,51,622,16484,70000000,36931089
6,60,103,357,40,2710,57000000,51317350
6,117,97,420,455,9814,58000000,28328132
4,287,96,83,1000,16121,57000000,51774002
6,96,131,108,58,23325,57000000,25528495
7,26,22,840,676,4115,39752620,48468407
6,125,95,163,650,16884,56000000,113006880
6,117,86,10,348,14146,56000000,45860039
9,149,142,840,194,15700,55000000,329691196
5,131,92,25,639,2847,60000000,217326336
7,150,108,116,708,24286,55000000,166225040
7,92,84,12,752,26754,55000000,141600000
7,169,188,503,467,12940,55000000,134218018
6,57,95,293,744,3155,54000000,128769345
7,171,118,72,681,13426,70000000,177575142
5,53,92,39,458,4518,55000000,105263257
6,153,74,58,729,5713,55000000,104354205
8,491,134,521,186,16281,55000000,107100855
6,247,101,189,7000,39822,55000000,98711404
6,26,100,52,394,2638,50000000,100328194
7,292,132,845,683,37605,55000000,101530738
5,114,105,61,708,7184,55000000,93815117
7,82,123,12000,665,30132,53000000,91400000
8,201,117,125,168,11036,55000000,162586036
6,231,98,124,354,2287,55000000,89706988
6,55,128,272,383,3888,55000000,83000000
7,110,114,52,539,13905,55000000,78745923
8,354,111,16000,640,3983,30000000,70098138
6,140,85,840,490,22458,55000000,66365290
8,77,44,840,72,1359,1400000,48468407
8,304,137,16000,348,1959,30000000,66207920
6,45,97,96,403,14432,55000000,63408614
6,49,104,840,812,25599,55000000,58422650
7,146,110,9,95,939,55000000,56932305
6,60,133,53,263,2916,55000000,68750000
6,189,94,70,497,2820,55000000,68218041
7,206,104,50,947,7247,55000000,25040293
6,118,91,39,562,3104,55000000,55747724
6,210,145,21000,243,1543,50000000,55473600
6,76,135,317,34,164,55000000,49994804
7,149,122,287,135,24270,55000000,41609593
7,62,110,81,163,1752,55000000,38553833
7,224,95,17,594,3697,55000000,76137505
6,265,102,82,537,2488,68000000,34350553
6,135,94,607,215,2248,55000000,34238611
7,100,126,226,241,13406,55000000,34098563
6,123,118,101,327,14036,55000000,33828318
6,164,99,3,490,10026,55000000,33472850
7,238,88,91,591,6254,55000000,31051126
8,264,141,16000,539,12840,55000000,35707327
6,47,107,99,581,31014,50000000,20550712
6,50,116,12000,552,24618,55000000,18573791
7,153,143,541,530,20660,70000000,51225796
7,202,114,159,877,16899,55000000,16264475
6,178,93,45,352,10185,62000000,25857987
6,84,280,33,67,1671,56000000,12870569
5,44,100,840,745,3952,71000000,11466088
6,93,107,11,506,3742,55000000,16088610
6,277,119,33,518,6089,50000000,51178893
4,76,95,906,287,2260,57000000,6768055
6,197,119,59,676,4315,55000000,39440655
8,186,133,840,46,405,47000000,6167817
8,103,152,840,177,1403,2000000,48468407
5,66,96,13,534,15803,55000000,48468407
7,224,117,840,845,15371,54000000,81645152
8,202,123,125,835,14727,55000000,69951824
6,279,92,394,565,25418,55000000,9483821
8,110,170,840,889,16949,54000000,66676062
6,190,123,488,2000,12700,57000000,26838389
6,136,110,94,240,847,54000000,75604320
7,121,116,44,420,2908,54000000,108200000
2,131,121,102,43,286,54000000,5660084
6,127,128,234,581,27614,55000000,7221458
6,160,99,309,577,26527,46000000,70327868
7,78,94,383,753,6017,50000000,58297830
8,209,127,1000,653,2601,52500000,57386369
6,98,89,17,303,13390,53000000,45207112
7,391,123,108,3000,63769,53000000,62563543
7,279,135,16000,310,24468,90000000,33574332
7,216,118,473,963,22517,50000000,73343413
8,250,189,840,1000,22186,53000000,25031037
6,78,172,438,466,2397,55000000,22843047
6,106,124,161,681,26334,55000000,5755286
8,194,141,14000,3000,48153,52000000,164435221
7,558,157,840,304,2759,40000000,95720716
6,183,106,235,931,8315,52000000,118683135
6,238,108,58,838,26002,52000000,143704210
6,186,125,840,11000,45696,52000000,110476776
5,144,107,422,379,2297,50000000,80270227
8,156,215,840,463,1937,52000000,36385763
6,215,118,71,634,28045,52000000,37035845
7,140,118,869,21,209,52000000,34580635
8,133,178,17000,574,24183,52000000,42438300
7,203,92,180,75,488,52000000,23324666
6,127,104,13,343,2422,52000000,23020488
7,155,116,101,79,1711,51000000,90567722
6,98,90,176,523,2055,51000000,72601713
5,71,93,14,728,5468,39752620,35092918
5,299,130,129,12000,64040,50000000,296623634
8,212,90,80,21,275,60000000,267652016
7,413,106,53,593,14607,50200000,62453315
7,67,155,58,720,38518,48000000,165500000
7,109,139,488,597,12182,50000000,153620822
7,457,112,3000,1000,21773,50000000,218628680
8,156,139,274,285,1474,50000000,147637474
7,55,115,293,878,74382,50000000,135014968
6,272,143,285,7000,28176,50000000,2175312
6,117,96,65,828,26826,50000000,126203320
7,539,112,14000,417,3388,50000000,126975169
7,169,131,840,658,10003,52000000,125548685
6,140,116,80,651,14087,50000000,105807520
7,330,112,97,584,19428,50000000,191616238
8,120,123,277,4000,25697,60000000,105264608
7,190,104,235,1000,29505,70000000,97680195
7,177,107,43,569,14569,50000000,126088877
7,65,124,840,701,9988,50000000,91030827
6,145,96,51,322,10886,50000000,150315155
6,321,125,252,10000,62837,50000000,127997349
8,230,129,840,277,19148,45000000,88504640
7,143,90,241,416,3148,50000000,81517441
5,55,109,155,293,1761,50000000,81022333
7,257,124,488,1000,36873,39752620,75621915
6,279,121,295,329,13421,50000000,79948113
6,143,95,9,11000,37967,50000000,88658172
5,196,128,62,874,10163,39752620,75888270
7,310,118,43,7000,57426,50000000,84244877
5,116,80,12,58,13430,35000000,75367693
5,105,99,148,660,6729,60000000,73701902
8,419,133,152,11000,53094,50000000,75605492
7,64,127,249,808,30383,50000000,67823573
7,359,106,174,660,16967,50000000,91439400
6,166,98,99,433,14007,65000000,67128202
8,525,132,160,443,22417,54000000,70496802
6,165,114,71,55,428,50000000,60470220
8,2,45,840,132,1816,39752620,48468407
7,87,78,5,1000,11124,50000000,58336565
5,117,101,23,541,2177,50000000,66002004
6,113,113,39,477,3341,50000000,54997476
6,349,98,75,467,11946,50000000,55682070
7,152,124,213,372,2583,50000000,52752475
6,288,109,154,144,15608,60000000,55092830
7,358,128,79,414,14747,50000000,50815288
7,204,144,840,681,3580,50000000,52822418
7,156,95,34,679,19513,50000000,50150619
6,171,105,12,935,101383,50000000,48745150
7,76,121,16000,826,19139,50000000,50007168
6,97,125,840,957,15569,50000000,48154732
8,157,129,21000,283,1397,50000000,48265581
7,267,132,50,368,1933,50000000,46982632
7,118,118,41,585,24024,50000000,44737059
7,291,113,22,1000,8398,50000000,56724080
7,68,140,473,294,20152,50000000,44484065
6,228,89,77,159,1367,50000000,47553512
6,36,104,644,174,1093,55000000,42610000
6,105,106,287,767,19610,50000000,41482207
7,276,141,71,3000,30183,50000000,47105085
6,93,124,75,258,1289,50000000,41256277
6,191,98,38,706,16791,45000000,50740078
6,143,108,17,186,15634,40000000,40203020
7,124,114,73,323,19739,50000000,40905277
4,47,101,840,158,1860,50000000,38590500
4,66,93,840,717,14899,50000000,39177541
7,118,119,840,39,29461,50000000,39778599
6,93,119,840,434,2052,50000000,37486138
6,235,99,160,72,701,40000000,38105077
7,113,137,840,432,25469,50000000,35168395
8,14,105,840,5,344,39752620,48468407
4,51,117,31,210,3016,40000000,32800000
4,98,87,9,1000,20061,50000000,33643461
7,315,129,16000,447,14344,50000000,32741596
6,136,115,58,401,34606,50000000,31874869
6,61,132,503,282,58528,50000000,30306268
6,209,131,73,163,1344,50000000,27667947
6,99,95,840,323,14706,50000000,27067160
6,298,125,487,201,1300,40000000,26616999
7,131,98,323,511,3357,50000000,26536120
6,146,110,16000,581,18635,50000000,26199517
7,245,118,670,294,7654,50000000,25450527
6,104,101,840,764,15935,50000000,25407250
8,4,60,840,398,2758,39752620,48468407
8,162,90,663,521,16358,70000000,23159305
7,259,119,840,639,15757,50000000,24006726
7,79,139,378,303,12786,50000000,20389967
8,141,130,317,256,32637,50000000,19593740
5,59,100,65,730,6171,40000000,19118247
7,236,114,174,655,16992,50000000,26442251
8,356,96,840,509,17211,25000000,17114882
6,120,110,134,795,25049,50000000,18472363
6,111,158,840,15,144,390000000,14131298
6,208,102,234,11000,45202,49900000,21557240
6,174,84,260,692,8018,55000000,21283440
6,59,115,333,317,2606,50000000,10556196
6,22,99,32,479,2949,50000000,16671505
5,34,135,596,2000,15820,50000000,10400000
7,214,108,218,405,10191,22000000,9528092
7,28,43,840,600,5381,39752620,48468407
6,186,127,12000,897,5702,50000000,10137232
5,50,107,607,602,5461,50000000,9795017
6,180,95,83,1000,29926,50000000,20488579
6,231,124,98,592,3580,60000000,19445217
6,105,109,840,809,52885,55000000,8355815
5,226,102,840,1000,24107,50000000,28837115
5,75,88,5,338,11972,50000000,6471394
6,82,87,840,591,3954,50000000,6291602
6,296,104,71,982,16481,50000000,10706786
4,103,96,43,77,1385,18000000,8742261
6,98,85,70,848,32831,49000000,43905746
9,30,64,840,184,1863,39752620,48468407
6,48,104,212,380,2795,40000000,21413502
7,195,135,628,830,24316,39752620,7994115
8,223,190,840,215,1418,48000000,124107476
8,149,127,14000,440,12884,48000000,197171806
7,324,129,456,656,2035,39752620,12802907
7,371,120,662,502,23051,49000000,31569268
7,75,118,176,308,29748,48000000,66488090
7,233,112,21000,237,18141,48000000,95308367
5,32,89,42,235,2353,1500000,48468407
7,150,114,737,393,3743,48000000,60652036
6,172,137,79,194,27666,50000000,1206135
6,103,112,109,261,1823,48000000,56607223
7,140,120,34,1000,33615,48000000,50173190
6,125,123,446,821,22209,48000000,47095453
6,125,93,11000,484,5390,48000000,37879996
